code,dt
SZ002797,2017-12-07
SZ002831,2017-12-07
SZ002839,2017-12-07
SZ002841,2017-12-07
SZ300017,2017-12-07
SZ300024,2017-12-07
SZ300027,2017-12-07
SZ300033,2017-12-07
SZ300059,2017-12-07
SZ300070,2017-12-07
SZ300072,2017-12-07
SZ300124,2017-12-07
SZ300144,2017-12-07
SZ300251,2017-12-07
SZ300308,2017-12-07
SZ300315,2017-12-07
