code,dt
SZ000750,2018-03-13
SZ000768,2018-03-13
SZ000776,2018-03-13
SZ000783,2018-03-13
SZ000792,2018-03-13
SZ000826,2018-03-13
SZ000839,2018-03-13
SZ000858,2018-03-13
SZ000876,2018-03-13
SZ000895,2018-03-13
SZ000898,2018-03-13
SZ000938,2018-03-13
SZ000959,2018-03-13
SZ000961,2018-03-13
SZ000963,2018-03-13
SZ000983,2018-03-13
SZ000999,2018-03-13
SZ001979,2018-03-13
SZ002007,2018-03-13
SZ002024,2018-03-13
SZ002027,2018-03-13
SZ002044,2018-03-13
SZ002065,2018-03-13
SZ002074,2018-03-13
SZ002081,2018-03-13
SZ002142,2018-03-13
SZ002146,2018-03-13
SZ002153,2018-03-13
SZ002174,2018-03-13
SZ002202,2018-03-13
SZ002230,2018-03-13
SZ002236,2018-03-13
SZ002241,2018-03-13
SZ002292,2018-03-13
SZ002294,2018-03-13
SZ002304,2018-03-13
SZ002310,2018-03-13
SZ002352,2018-03-13
SZ002385,2018-03-13
SZ002415,2018-03-13
SZ002424,2018-03-13
SZ002426,2018-03-13
SZ002456,2018-03-13
SZ002460,2018-03-13
SZ002465,2018-03-13
SZ002466,2018-03-13
SZ002468,2018-03-13
SZ002475,2018-03-13
SZ002500,2018-03-13
SZ002508,2018-03-13
SZ002555,2018-03-13
SZ002558,2018-03-13
SZ002572,2018-03-13
SZ002594,2018-03-13
SZ002603,2018-03-13
SZ002608,2018-03-13
SZ002624,2018-03-13
SZ002673,2018-03-13
SZ002714,2018-03-13
SZ002736,2018-03-13
SZ002797,2018-03-13
SZ002831,2018-03-13
SZ002839,2018-03-13
SZ002841,2018-03-13
SZ300003,2018-03-13
SZ300015,2018-03-13
SZ300017,2018-03-13
SZ300024,2018-03-13
SZ300027,2018-03-13
SZ300033,2018-03-13
SZ300059,2018-03-13
SZ300070,2018-03-13
SZ300072,2018-03-13
SZ300122,2018-03-13
SZ300124,2018-03-13
SZ300136,2018-03-13
SZ300144,2018-03-13
SZ300251,2018-03-13
SZ300308,2018-03-13
SZ300315,2018-03-13
