code,dt
SH601601,2018-06-27
SH601607,2018-06-27
SH601611,2018-06-27
SH601618,2018-06-27
SH601628,2018-06-27
SH601633,2018-06-27
SH601668,2018-06-27
SH601669,2018-06-27
SH601688,2018-06-27
SH601699,2018-06-27
SH601718,2018-06-27
SH601766,2018-06-27
SH601788,2018-06-27
SH601800,2018-06-27
SH601818,2018-06-27
SH601857,2018-06-27
SH601866,2018-06-27
SH601872,2018-06-27
SH601878,2018-06-27
SH601881,2018-06-27
SH601888,2018-06-27
SH601898,2018-06-27
SH601899,2018-06-27
SH601901,2018-06-27
SH601919,2018-06-27
SH601933,2018-06-27
SH601939,2018-06-27
SH601958,2018-06-27
SH601985,2018-06-27
SH601988,2018-06-27
SH601989,2018-06-27
SH601991,2018-06-27
SH601992,2018-06-27
SH601997,2018-06-27
SH601998,2018-06-27
SH603160,2018-06-27
SH603799,2018-06-27
SH603833,2018-06-27
SH603858,2018-06-27
SH603993,2018-06-27
SZ000001,2018-06-27
SZ000002,2018-06-27
SZ000060,2018-06-27
SZ000069,2018-06-27
SZ000100,2018-06-27
SZ000157,2018-06-27
SZ000166,2018-06-27
SZ000333,2018-06-27
SZ000338,2018-06-27
SZ000402,2018-06-27
SZ000413,2018-06-27
SZ000423,2018-06-27
SZ000425,2018-06-27
SZ000503,2018-06-27
SZ000538,2018-06-27
SZ000559,2018-06-27
SZ000568,2018-06-27
SZ000617,2018-06-27
SZ000623,2018-06-27
SZ000625,2018-06-27
SZ000627,2018-06-27
SZ000630,2018-06-27
SZ000651,2018-06-27
SZ000709,2018-06-27
SZ000725,2018-06-27
SZ000728,2018-06-27
SZ000768,2018-06-27
SZ000776,2018-06-27
SZ000783,2018-06-27
SZ000792,2018-06-27
SZ000826,2018-06-27
SZ000839,2018-06-27
SZ000858,2018-06-27
SZ000876,2018-06-27
SZ000895,2018-06-27
SZ000898,2018-06-27
SZ000938,2018-06-27
SZ000959,2018-06-27
SZ000961,2018-06-27
SZ000963,2018-06-27
SZ000983,2018-06-27
SZ000999,2018-06-27
SZ001979,2018-06-27
SZ002007,2018-06-27
SZ002024,2018-06-27
SZ002027,2018-06-27
SZ002044,2018-06-27
SZ002065,2018-06-27
SZ002074,2018-06-27
SZ002081,2018-06-27
SZ002142,2018-06-27
SZ002146,2018-06-27
SZ002153,2018-06-27
SZ002202,2018-06-27
SZ002230,2018-06-27
SZ002236,2018-06-27
SZ002241,2018-06-27
SZ002294,2018-06-27
SZ002304,2018-06-27
SZ002352,2018-06-27
SZ002385,2018-06-27
SZ002415,2018-06-27
SZ002456,2018-06-27
SZ002460,2018-06-27
SZ002468,2018-06-27
SZ002475,2018-06-27
SZ002500,2018-06-27
SZ002508,2018-06-27
SZ002555,2018-06-27
SZ002558,2018-06-27
SZ002572,2018-06-27
SZ002594,2018-06-27
SZ002601,2018-06-27
SZ002603,2018-06-27
SZ002608,2018-06-27
SZ002673,2018-06-27
SZ002714,2018-06-27
SZ002736,2018-06-27
SZ002797,2018-06-27
SZ300003,2018-06-27
SZ300015,2018-06-27
SZ300017,2018-06-27
SZ300024,2018-06-27
SZ300027,2018-06-27
SZ300033,2018-06-27
SZ300059,2018-06-27
SZ300070,2018-06-27
SZ300122,2018-06-27
SZ300124,2018-06-27
SZ300136,2018-06-27
SZ300144,2018-06-27
SZ300251,2018-06-27
SZ300308,2018-06-27
